Favorite,Commercial Part No,Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Frequency,Core,SPI,UART,Ethernet,Ethernet Port,Quad SPI Total,QUADSPI,OCTOSPI
,STM32L071CZU6TR,STM32L071CZ,STM32L071CZUx,Active,2.3335,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071CZY6TR,STM32L071CZ,STM32L071CZYx,Active,2.3809,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071K8U3,STM32L071K8,STM32L071K8Ux,Active,2.1379,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071K8U6,STM32L071K8,STM32L071K8Ux,Active,1.859,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071K8U6TR,STM32L071K8,STM32L071K8Ux,Active,1.859,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBT6,STM32L071KB,STM32L071KBTx,Active,2.112,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBT6TR,STM32L071KB,STM32L071KBTx,Active,2.112,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBU3,STM32L071KB,STM32L071KBUx,Active,2.3197,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBU3TR,STM32L071KB,STM32L071KBUx,Active,2.3197,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBU6,STM32L071KB,STM32L071KBUx,Active,2.0172,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KBU6TR,STM32L071KB,STM32L071KBUx,Active,2.0172,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KZT6,STM32L071KZ,STM32L071KZTx,Active,2.3651,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KZU3,STM32L071KZ,STM32L071KZUx,Active,2.6106,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KZU6,STM32L071KZ,STM32L071KZUx,Active,2.2702,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071KZU6TR,STM32L071KZ,STM32L071KZUx,Active,2.2702,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L071RBH6,STM32L071RB,STM32L071RBHx,Active,2.2386,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RBH6TR,STM32L071RB,STM32L071RBHx,Active,2.2386,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RBT6,STM32L071RB,STM32L071RBTx,Active,2.3335,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RBT6TR,STM32L071RB,STM32L071RBTx,Active,2.3335,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RBT7,STM32L071RB,STM32L071RBTx,Active,2.4968,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RZH6,STM32L071RZ,STM32L071RZHx,Active,2.4916,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RZH6TR,STM32L071RZ,STM32L071RZHx,Active,2.4916,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RZT6,STM32L071RZ,STM32L071RZTx,Active,2.5865,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RZT6TR,STM32L071RZ,STM32L071RZTx,Active,2.5865,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071RZT7,STM32L071RZ,STM32L071RZTx,Proposal,NA,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071V8T6,STM32L071V8,STM32L071V8Tx,Active,2.3335,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071V8T6TR,STM32L071V8,STM32L071V8Tx,Active,2.3335,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071VBT6,STM32L071VB,STM32L071VBTx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071VBT6TR,STM32L071VB,STM32L071VBTx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071VBT7,STM32L071VB,STM32L071VBTx,Proposal,NA,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071VZT6,STM32L071VZ,STM32L071VZTx,Active,2.9027,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L071VZT7,STM32L071VZ,STM32L071VZTx,Proposal,NA,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CBT6,STM32L072CB,STM32L072CBTx,Active,2.3967,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CBT6TR,STM32L072CB,STM32L072CBTx,Active,2.3967,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CBU6,STM32L072CB,STM32L072CBUx,Active,2.3018,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CBY6TR,STM32L072CB,STM32L072CBYx,Active,2.3493,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZE6TR,STM32L072CZ,STM32L072CZEx,Obsolete,NA,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZT6,STM32L072CZ,STM32L072CZTx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZT6TR,STM32L072CZ,STM32L072CZTx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZT7,STM32L072CZ,STM32L072CZTx,Active,2.8352,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZT7TR,STM32L072CZ,STM32L072CZTx,Active,2.8352,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZU6,STM32L072CZ,STM32L072CZUx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZU6TR,STM32L072CZ,STM32L072CZUx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZY3TR,STM32L072CZ,STM32L072CZYx,Active,2.9926,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZY6DTR,STM32L072CZ,STM32L072CZYx,Active,2.6023,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072CZY6TR,STM32L072CZ,STM32L072CZYx,Active,2.6023,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072KBU3,STM32L072KB,STM32L072KBUx,Active,2.5744,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KBU3TR,STM32L072KB,STM32L072KBUx,Active,2.5744,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KBU6,STM32L072KB,STM32L072KBUx,Active,2.2386,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KBU6TR,STM32L072KB,STM32L072KBUx,Active,2.2386,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KBU7,STM32L072KB,STM32L072KBUx,Active,2.3953,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KBU7TR,STM32L072KB,STM32L072KBUx,Active,2.3953,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KZT6,STM32L072KZ,STM32L072KZTx,Active,2.5865,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KZU6,STM32L072KZ,STM32L072KZUx,Active,2.4916,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KZU6TR,STM32L072KZ,STM32L072KZUx,Active,2.4916,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072KZU7,STM32L072KZ,STM32L072KZUx,Active,2.6659,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L072RBH6,STM32L072RB,STM32L072RBHx,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBH6TR,STM32L072RB,STM32L072RBHx,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBI6,STM32L072RB,STM32L072RBIx,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBI6TR,STM32L072RB,STM32L072RBIx,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBT3,STM32L072RB,STM32L072RBTx,Active,2.9381,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBT6,STM32L072RB,STM32L072RBTx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RBT6TR,STM32L072RB,STM32L072RBTx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZH6,STM32L072RZ,STM32L072RZHx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZH6TR,STM32L072RZ,STM32L072RZHx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZI6,STM32L072RZ,STM32L072RZIx,Active,2.6568,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZI6D,STM32L072RZ,STM32L072RZIx,Active,2.6568,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZI6DTR,STM32L072RZ,STM32L072RZIx,Active,2.6568,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZI6TR,STM32L072RZ,STM32L072RZIx,Active,2.6568,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZT6,STM32L072RZ,STM32L072RZTx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072RZT6TR,STM32L072RZ,STM32L072RZTx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072V8I6,STM32L072V8,STM32L072V8Ix,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072V8T6,STM32L072V8,STM32L072V8Tx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072VBI6,STM32L072VB,STM32L072VBIx,Active,2.7762,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072VBT6,STM32L072VB,STM32L072VBTx,Active,2.8711,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072VZI6,STM32L072VZ,STM32L072VZIx,Active,3.0292,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L072VZT6,STM32L072VZ,STM32L072VZTx,Active,3.1241,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CBT6,STM32L073CB,STM32L073CBTx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CBT6TR,STM32L073CB,STM32L073CBTx,Active,2.5548,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CBU6,STM32L073CB,STM32L073CBUx,Active,2.46,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CZT3,STM32L073CZ,STM32L073CZTx,Active,3.229,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CZT6,STM32L073CZ,STM32L073CZTx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CZU6,STM32L073CZ,STM32L073CZUx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CZU6D,STM32L073CZ,STM32L073CZUx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073CZY6TR,STM32L073CZ,STM32L073CZYx,Active,2.7604,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RBH6,STM32L073RB,STM32L073RBHx,Active,2.6181,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RBH6TR,STM32L073RB,STM32L073RBHx,Active,2.6181,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RBT6,STM32L073RB,STM32L073RBTx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RBT6TR,STM32L073RB,STM32L073RBTx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZH6,STM32L073RZ,STM32L073RZHx,Active,2.8711,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZI6,STM32L073RZ,STM32L073RZIx,Active,2.8149,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZI6TR,STM32L073RZ,STM32L073RZIx,Active,2.8149,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZT3,STM32L073RZ,STM32L073RZTx,Active,3.4109,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZT6,STM32L073RZ,STM32L073RZTx,Active,2.966,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073RZT6TR,STM32L073RZ,STM32L073RZTx,Active,2.966,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073V8T6,STM32L073V8,STM32L073V8Tx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073V8T7,STM32L073V8,STM32L073V8Tx,Proposal,NA,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VBT6,STM32L073VB,STM32L073VBTx,Active,3.0292,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VBT6TR,STM32L073VB,STM32L073VBTx,Active,3.0292,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VBT7,STM32L073VB,STM32L073VBTx,Active,3.2413,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VBT7TR,STM32L073VB,STM32L073VBTx,Active,3.2413,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZI6,STM32L073VZ,STM32L073VZIx,Active,3.1874,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZI6TR,STM32L073VZ,STM32L073VZIx,Active,3.1874,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZT3,STM32L073VZ,STM32L073VZTx,Active,3.7746,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZT6,STM32L073VZ,STM32L073VZTx,Active,3.2823,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZT6D,STM32L073VZ,STM32L073VZTx,Active,3.2823,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L073VZT6TR,STM32L073VZ,STM32L073VZTx,Active,3.2823,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L081CBT6,STM32L081CB,STM32L081CBTx,Active,2.2702,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L081CBT6TR,STM32L081CB,STM32L081CBTx,Active,2.2702,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L081CZT6,STM32L081CZ,STM32L081CZTx,Active,2.5232,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L081CZU6,STM32L081CZ,STM32L081CZUx,Active,2.4283,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L081KZT6,STM32L081KZ,STM32L081KZTx,Active,2.46,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L081KZU6,STM32L081KZ,STM32L081KZUx,Active,2.3651,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L081KZU6TR,STM32L081KZ,STM32L081KZUx,Active,2.3651,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L082CZU6,STM32L082CZ,STM32L082CZUx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L082CZY3TR,STM32L082CZ,STM32L082CZYx,Active,3.1017,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L082CZY6TR,STM32L082CZ,STM32L082CZYx,Active,2.6972,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L082KBU6,STM32L082KB,STM32L082KBUx,Active,2.3335,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L082KZT6,STM32L082KZ,STM32L082KZTx,Active,2.6814,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L082KZU6,STM32L082KZ,STM32L082KZUx,Active,2.5865,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L082KZU6TR,STM32L082KZ,STM32L082KZUx,Active,2.5865,32 MHz,Arm Cortex-M0+,1,0,,0,0,0,0
,STM32L083CBT6,STM32L083CB,STM32L083CBTx,Active,2.6497,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083CZT6,STM32L083CZ,STM32L083CZTx,Active,2.9027,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083CZT6TR,STM32L083CZ,STM32L083CZTx,Active,2.9027,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083CZU6,STM32L083CZ,STM32L083CZUx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RBH6,STM32L083RB,STM32L083RBHx,Active,2.713,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RBT6,STM32L083RB,STM32L083RBTx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RZH3TR,STM32L083RZ,STM32L083RZHx,Active,3.4109,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RZH6,STM32L083RZ,STM32L083RZHx,Active,2.966,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RZT3TR,STM32L083RZ,STM32L083RZTx,Active,3.52,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RZT6,STM32L083RZ,STM32L083RZTx,Active,3.0609,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083RZT6TR,STM32L083RZ,STM32L083RZTx,Active,3.0609,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083V8T6,STM32L083V8,STM32L083V8Tx,Active,2.8079,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083VBT6,STM32L083VB,STM32L083VBTx,Active,3.1241,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083VBT6TR,STM32L083VB,STM32L083VBTx,Active,3.1241,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083VZI6,STM32L083VZ,STM32L083VZIx,Active,3.2823,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L083VZT6,STM32L083VZ,STM32L083VZTx,Active,3.3771,32 MHz,Arm Cortex-M0+,2,0,,0,0,0,0
,STM32L100C6U6,STM32L100C6,STM32L100C6Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100C6U6A,STM32L100C6-A,STM32L100C6UxA,NRND,1.9259,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100C6U6ATR,STM32L100C6-A,STM32L100C6UxA,NRND,1.9259,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100C6U6TR,STM32L100C6,STM32L100C6Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100R8T6,STM32L100R8,STM32L100R8Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100R8T6A,STM32L100R8-A,STM32L100R8TxA,NRND,2.4667,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100R8T6ATR,STM32L100R8-A,STM32L100R8TxA,NRND,2.4667,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100R8T6TR,STM32L100R8,STM32L100R8Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100RBT6,STM32L100RB,STM32L100RBTx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100RBT6A,STM32L100RB-A,STM32L100RBTxA,NRND,2.7972,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100RBT6ATR,STM32L100RB-A,STM32L100RBTxA,NRND,2.7972,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100RBT6TR,STM32L100RB,STM32L100RBTx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L100RCT6,STM32L100RC,STM32L100RCTx,NRND,3.1695,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L100RCT6TR,STM32L100RC,STM32L100RCTx,NRND,3.1695,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151C6T6,STM32L151C6,STM32L151C6Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6T6A,STM32L151C6-A,STM32L151C6TxA,NRND,2.0272,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6T6ATR,STM32L151C6-A,STM32L151C6TxA,NRND,2.0272,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6T6TR,STM32L151C6,STM32L151C6Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6U6,STM32L151C6,STM32L151C6Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6U6A,STM32L151C6-A,STM32L151C6UxA,NRND,2.0272,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6U6ATR,STM32L151C6-A,STM32L151C6UxA,NRND,2.0272,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C6U6TR,STM32L151C6,STM32L151C6Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8T6,STM32L151C8,STM32L151C8Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8T6A,STM32L151C8-A,STM32L151C8TxA,NRND,2.3434,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8T6ATR,STM32L151C8-A,STM32L151C8TxA,NRND,2.3434,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8T6TR,STM32L151C8,STM32L151C8Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8U6,STM32L151C8,STM32L151C8Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8U6A,STM32L151C8-A,STM32L151C8UxA,NRND,2.3434,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151C8U6TR,STM32L151C8,STM32L151C8Ux,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBT6,STM32L151CB,STM32L151CBTx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBT6A,STM32L151CB-A,STM32L151CBTxA,NRND,2.6914,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBT6ATR,STM32L151CB-A,STM32L151CBTxA,NRND,2.6914,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBT6D,STM32L151CB,STM32L151CBTx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBT6TR,STM32L151CB,STM32L151CBTx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBU6,STM32L151CB,STM32L151CBUx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBU6A,STM32L151CB-A,STM32L151CBUxA,NRND,2.6914,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBU6D,STM32L151CB,STM32L151CBUx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CBU6TR,STM32L151CB,STM32L151CBUx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151CCT6,STM32L151CC,STM32L151CCTx,NRND,3.229,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCT6J,STM32L151CC,STM32L151CCTx,NRND,3.8749,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCT6TR,STM32L151CC,STM32L151CCTx,NRND,3.229,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCT7,STM32L151CC,STM32L151CCTx,NRND,3.4551,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCT7TR,STM32L151CC,STM32L151CCTx,NRND,3.4551,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCU6,STM32L151CC,STM32L151CCUx,NRND,3.229,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151CCU6TR,STM32L151CC,STM32L151CCUx,NRND,3.229,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151QCH6,STM32L151QC,STM32L151QCHx,NRND,4.9685,32 MHz,Arm Cortex-M3,3,0,,0,0,0,0
,STM32L151QDH6,STM32L151QD,STM32L151QDHx,NRND,5.6011,32 MHz,Arm Cortex-M3,3,2,,0,0,0,0
,STM32L151QDH6TR,STM32L151QD,STM32L151QDHx,NRND,5.6011,32 MHz,Arm Cortex-M3,3,2,,0,0,0,0
,STM32L151QEH6,STM32L151QE,STM32L151QEHx,NRND,6.1071,32 MHz,Arm Cortex-M3,3,2,,0,0,0,0
,STM32L151R6H6,STM32L151R6,STM32L151R6Hx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R6H6A,STM32L151R6-A,STM32L151R6HxA,NRND,2.2802,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R6T6,STM32L151R6,STM32L151R6Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R6T6A,STM32L151R6-A,STM32L151R6TxA,NRND,2.2802,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R6T6TR,STM32L151R6,STM32L151R6Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8H6,STM32L151R8,STM32L151R8Hx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8H6A,STM32L151R8-A,STM32L151R8HxA,NRND,2.5965,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8H6ATR,STM32L151R8-A,STM32L151R8HxA,NRND,2.5965,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8H6TR,STM32L151R8,STM32L151R8Hx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8T6,STM32L151R8,STM32L151R8Tx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8T6A,STM32L151R8-A,STM32L151R8TxA,NRND,2.5965,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151R8T6ATR,STM32L151R8-A,STM32L151R8TxA,NRND,2.5965,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151RBH6,STM32L151RB,STM32L151RBHx,NRND,NA,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
,STM32L151RBH6A,STM32L151RB-A,STM32L151RBHxA,NRND,2.9444,32 MHz,Arm Cortex-M3,2,0,,0,0,0,0
